application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_state,establishment_zipcode,premise_latitude,premise_longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,cccupdatedate,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,3/5/2020,COMPLETE,MR281379,BCWC LLC,Attleboro,MA,2703.0,41.918292,-71.324823,34 Extension Street,,Attleboro,MA,2703.0,POINT (-71.102131 41.778329),POINT (-71.324822 41.9182920),34 Extension Street,,Attleboro,MA,2703.0,82-4930709,MRN281379,Fri Nov 16 2018 15:16:06 GMT-0500 (Eastern Standard Time),Tue Oct 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Feb 25 2019 14:49:32 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201852,,Not a DBE,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 03 2018 13:15:10 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 13 2018 16:49:29 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),34 Extension St,,Bristol County,300.0,5000.0,2703.0,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023,BCWC LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284150,Theory Wellness Inc.,Medford,MA,2155.0,42.409795,-71.104565,162 Mystic Ave,,Medford,MA,2155.0,POINT (-71.275566 42.459085),POINT (-71.104564 42.4097950),38 Montvale Ave,#210,Stoneham,MA,2180.0,47-5615911,MRN284150,Mon Nov 14 2022 12:19:30 GMT-0500 (Eastern Standard Time),Tue Aug 02 2022 09:21:54 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201916,RP201916,Not a DBE,,,,Thu Mar 11 2021 12:13:58 GMT-0500 (Eastern Standard Time),Fri Dec 02 2022 14:51:44 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:32:54 GMT-0400 (Eastern Daylight Time),Tue Apr 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),162 Mystic Ave,,Middlesex County,1500.0,10000.0,2155.0,Medford,Middlesex,42.459085,-71.275566,Northeast,9/5/2023,Theory Wellness Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281541,"Deerfield Naturals, Inc.",Deerfield,MA,1373.0,42.472404,-72.612706,10 Greenfield Road,,South Deerfield,MA,1373.0,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,1373.0,83-1965882,MPN281541,Thu Mar 05 2020 15:18:07 GMT-0500 (Eastern Standard Time),Wed Jan 29 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,,Fri Nov 23 2018 17:19:36 GMT-0500 (Eastern Standard Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:45:37 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),10 Greenfield Rd,,Franklin County,300.0,10000.0,1373.0,South Deerfield,Franklin,42.587072,-72.573941,,9/5/2023,"Deerfield Naturals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/31/2020,COMPLETE,MC281476,"Atlantic Medicinal Partners, Inc.",Fitchburg,MA,1420.0,42.550405,-71.749307,329 Washington Street,,Woburn,MA,1801.0,POINT (-71.840209 42.329642),POINT (-71.749307 42.5504049),329 Washington Street,,Woburn,MA,1801.0,82-0991316,MCN281476,Mon Aug 13 2018 13:35:05 GMT-0400 (Eastern Daylight Time),Fri Aug 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 07 2018 14:46:57 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201846,RP201846,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 23 2018 15:07:30 GMT-0400 (Eastern Daylight Time),Tue Aug 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:48:54 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),774 Crawford St,,Worcester County,400.0,2500.0,1420.0,Fitchburg,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"Atlantic Medicinal Partners, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,10/25/2021,COMPLETE,MP281397,Boston Bud Factory Inc.,Holyoke,MA,1040.0,42.198338,-72.60966,73 Sargeant St,,Holyoke,MA,1040.0,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,1040.0,83-0540049,MPN281397,Mon Apr 01 2019 21:41:12 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:14:11 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 11 2018 21:50:54 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:46:08 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jan 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),73 Sargeant St,,Hampden County,300.0,5000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Boston Bud Factory Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,6/30/2023,COMPLETE,MR284222,New Dia Fenway LLC,Boston,MA,2215.0,42.347299,-71.098141,8 Zoar St,,Worcester,MA,1604.0,POINT (-71.073493 42.334948),POINT (-71.098140 42.347299),8 Zoar St,,Worcester,MA,1604.0,87-2585603,MRN284222,Wed Oct 20 2021 22:47:25 GMT-0400 (Eastern Daylight Time),Tue Sep 28 2021 14:25:35 GMT-0400 (Eastern Daylight Time),Tue Mar 08 2022 16:20:42 GMT-0500 (Eastern Standard Time),True,yes,EE201826,,,EE201826,,,,Not a DBE,,,Mon May 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 26 2021 12:19:58 GMT-0400 (Eastern Daylight Time),Fri Oct 29 2021 12:14:09 GMT-0400 (Eastern Daylight Time),Mon Feb 14 2022 16:22:28 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,Suffolk County,,5000.0,2215.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,9/5/2023,New Dia Fenway LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284552,"Seven Leaf Sisters, Inc.",Marblehead,MA,1945.0,42.482958,-70.875876,37 Gregory Street,,Marblehead,MA,1945.0,POINT (-70.970827 42.635475),POINT (-70.875876 42.4829579),385 Atlantic Avenue,,Marblehead,MA,1945.0,85-2459041,MRN284552,Tue Feb 15 2022 13:29:50 GMT-0500 (Eastern Standard Time),Thu Jan 13 2022 11:37:31 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Woman-Owned Business,,,,Tue Jan 04 2022 16:20:59 GMT-0500 (Eastern Standard Time),Fri Feb 18 2022 11:50:47 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:09:11 GMT-0400 (Eastern Daylight Time),Thu Apr 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Apr 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),385 Atlantic Ave,,Essex County,1500.0,10000.0,1945.0,Marblehead,Essex,42.635475,-70.970827,Northeast,9/5/2023,"Seven Leaf Sisters, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,IL281345,Canna Testing LLC,Chester,MA,1011.0,42.277493,-72.98006,241 Rt. 20,,Chester,MA,1011.0,POINT (-72.571312 42.12756),POINT (-72.980059 42.277493),785 Main Street,,Great Barrington,MA,1230.0,86-3082747,ILN281345,Wed Sep 15 2021 13:01:58 GMT-0400 (Eastern Daylight Time),Mon May 17 2021 13:03:28 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Thu Jun 25 2020 20:26:41 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 14:46:31 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:36:07 GMT-0500 (Eastern Standard Time),,,241 State Rte 20,,Hampden County,1500.0,,1011.0,Chester,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Canna Testing LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Courier,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100155,SOCIAL-J LLC,Northampton,,1060.0,,,1280 Belmont St.,,Brockton,MA,2031.0,POINT (-72.62073 42.322256),,1 Porrazzo Rd.,,Hull,MA,2045.0,87-1071822,DOA100155,Wed Mar 30 2022 13:29:40 GMT-0400 (Eastern Daylight Time),Tue Mar 29 2022 09:14:51 GMT-0400 (Eastern Daylight Time),,True,,SE305049,,,,,,,Not a DBE,,,,Mon Nov 08 2021 09:01:16 GMT-0500 (Eastern Standard Time),Fri Apr 15 2022 14:10:13 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 13:00:36 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 09 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,8/14/2023,SOCIAL-J LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282058,Forest Wilde LLC,Lee,MA,1238.0,42.326515,-73.262463,75 Chestnut Street,,Lee,MA,1238.0,POINT (-73.209889 42.396128),POINT (-73.262462 42.3265150),75 Chestnut Street,,Lee,MA,1238.0,84-3709838,MPN282058,Tue Jul 13 2021 17:45:33 GMT-0400 (Eastern Daylight Time),Mon May 10 2021 13:08:43 GMT-0400 (Eastern Daylight Time),Mon Jul 25 2022 21:32:06 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Tue Mar 23 2021 17:18:44 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 09:04:29 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:09:05 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),635 Laurel St,,Berkshire County,1500.0,10000.0,1238.0,Lee,Berkshire,42.396128,-73.209889,Western MA,9/5/2023,Forest Wilde LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Independent Testing Laboratory,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,IL281277,EVIO Labs MA,Framingham,MA,1701.0,42.312183,-71.389406,40 Speen St,Suite 301,Framingham,MA,1701.0,POINT (-71.275566 42.459085),POINT (-71.389405 42.3121829),40 Speen St,Suite 301,Framingham,MA,1701.0,12-1234567,ILN281277,Tue Oct 30 2018 15:29:37 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 06 2019 15:24:48 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 24 2018 12:03:38 GMT-0400 (Eastern Daylight Time),Wed Oct 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 12:03:32 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),40 Speen St,Suite 301,Middlesex County,300.0,5000.0,1701.0,Framingham,Middlesex,42.459085,-71.275566,Central MA,9/5/2023,EVIO Labs MA,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,6/8/2023,COMPLETE,MR284431,INDICA LLC,Adams,MA,1220.0,42.633501,-73.11376,11 Apex Drive Suite 300A #240,,Marlborough,MA,1752.0,POINT (-73.209889 42.396128),POINT (-73.113759 42.6335010),11 Apex Drive Suite 300A #240,,Marlborough,MA,1752.0,87-3386887,MRN284431,Thu Apr 28 2022 16:04:53 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 13:54:56 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:37:53 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Minority-Owned Business,,,Mon May 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 28 2021 04:08:18 GMT-0400 (Eastern Daylight Time),Fri May 06 2022 10:48:06 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:01:49 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),127 Columbia St,,Berkshire County,1500.0,10000.0,1220.0,Adams,Berkshire,42.396128,-73.209889,Western MA,9/5/2023,INDICA LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC282392,"J&L Enterprises, Inc.",Orange,MA,1364.0,42.564637,-72.285668,104 GOVERNOR DUKAKIS DRIVE,,Orange,MA,1364.0,POINT (-72.573941 42.587072),POINT (-72.285668 42.5646369),33 Carol Lane,,Holyoke,MA,1080.0,84-2968003,MCN282392,Tue May 19 2020 12:41:38 GMT-0400 (Eastern Daylight Time),Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 19 2020 11:49:35 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 12 2019 13:06:28 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 14:34:48 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:06:30 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),104 Governor Dukakis Dr,,Franklin County,200.0,2500.0,1364.0,Orange,Franklin,42.587072,-72.573941,Western MA,9/5/2023,"J&L Enterprises, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284764,684 Center St. JP LLC,Boston,MA,2130.0,42.311852,-71.114002,684 Centre Street,,Jamaica Plain,MA,2130.0,POINT (-71.073493 42.334948),POINT (-71.114001 42.3118520),116 Harvard Avenue,,Allston,MA,2134.0,88-1671498,MRN284764,Fri Feb 10 2023 14:48:34 GMT-0500 (Eastern Standard Time),Wed Dec 14 2022 09:03:05 GMT-0500 (Eastern Standard Time),,True,yes,SE303621,,,EEA202112,,,,Not a DBE,,,,Tue Sep 20 2022 09:41:44 GMT-0400 (Eastern Daylight Time),Fri Feb 17 2023 14:13:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 14:22:02 GMT-0400 (Eastern Daylight Time),,,684 Centre St,,Suffolk County,,,2130.0,Jamaica Plain,Suffolk,42.334948,-71.073493,,9/5/2023,684 Center St. JP LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282733,Spencer House LLC,Chester,MA,1011.0,42.276251,-72.972564,215 Johnson Hill Road,,Washington,MA,1223.0,POINT (-72.571312 42.12756),POINT (-72.972564 42.2762510),215 Johnson Hill Road,,Washington,MA,1223.0,35-2570314,MCN282733,Fri May 29 2020 10:28:26 GMT-0400 (Eastern Daylight Time),Thu May 28 2020 08:34:37 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Thu Apr 09 2020 14:37:29 GMT-0400 (Eastern Daylight Time),Thu Jun 11 2020 14:39:34 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:50:17 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),1 Bay State Dr,18 Bay State Drive,Hampden County,200.0,1250.0,1011.0,Chester,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Spencer House LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/9/2022,COMPLETE,MP281467,Humboldt Masters LLC,West Boylston,MA,1583.0,42.332456,-71.771464,149 Parsons St,,Brighton,MA,2135.0,POINT (-71.840209 42.329642),POINT (-71.771463 42.3324560),149 Parsons St,,Brighton,MA,2135.0,83-1605969,MPN281467,Mon Jan 06 2020 20:56:39 GMT-0500 (Eastern Standard Time),Mon Nov 04 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 21 2018 15:49:08 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:20:10 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),215 Shrewsbury St,,Worcester County,300.0,10000.0,1583.0,West Boylston,Worcester,42.329642,-71.840209,Central MA,9/5/2023,Humboldt Masters LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281390,"Mantis Management Group, LLC",Winchendon,MA,1475.0,42.686632,-72.045765,2 Juniper St,,Winchendon,MA,1475.0,POINT (-71.840209 42.329642),POINT (-72.045765 42.6866320),3 Vermont Ave,,Saugus,MA,1906.0,83-2443791,MCN281390,Wed Feb 26 2020 14:18:19 GMT-0500 (Eastern Standard Time),Thu Nov 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Minority-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Thu May 03 2018 23:25:37 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 14:49:56 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),250 Central St,,Worcester County,200.0,1250.0,1475.0,Winchendon,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"Mantis Management Group, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282052,"Hybrid House, LLC",Holyoke,MA,1040.0,42.196892,-72.612653,55 Jackson Street,,Holyoke,MA,1040.0,POINT (-72.571312 42.12756),POINT (-72.612652 42.1968919),55 Jackson Street,,Holyoke,MA,1040.0,85-3947116,MPN282052,Fri Mar 25 2022 15:49:16 GMT-0400 (Eastern Daylight Time),Tue Mar 30 2021 13:57:43 GMT-0400 (Eastern Daylight Time),Thu May 19 2022 13:40:48 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Wed Mar 10 2021 15:18:17 GMT-0500 (Eastern Standard Time),Fri Mar 25 2022 15:59:27 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 14:12:03 GMT-0400 (Eastern Daylight Time),Thu May 19 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),55 Jackson St,,Hampden County,1500.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023,"Hybrid House, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283688,Wicked Cultivation LLC,Middleborough,MA,2346.0,41.855713,-70.865049,15 Charlotte Court,Units A-L,Middleborough,MA,2346.0,POINT (-70.818958 41.978877),POINT (-70.865048 41.8557130),622 Andover Street,,Lawrence,MA,1843.0,85-3733931,MCN283688,Mon Nov 14 2022 10:57:09 GMT-0500 (Eastern Standard Time),Thu Feb 10 2022 10:34:57 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Wed Jan 26 2022 15:35:42 GMT-0500 (Eastern Standard Time),Tue Nov 15 2022 11:48:59 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:30:38 GMT-0500 (Eastern Standard Time),Wed May 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),15 Charlotte Ct,,Plymouth County,600.0,5000.0,2346.0,Middleboro,Plymouth,41.978877,-70.818958,,9/5/2023,Wicked Cultivation LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,6/12/2020,COMPLETE,MR282588,"Old Planters of Cape Ann, Inc.",Rowley,MA,1969.0,42.713078,-70.907708,7 Jewett Hill Road,,Ipswich,MA,1938.0,POINT (-70.970827 42.635475),POINT (-70.907708 42.7130780),7 Jewett Hill Road,,Ipswich,MA,1938.0,81-1421538,MRN282588,Thu Aug 15 2019 23:26:16 GMT-0400 (Eastern Daylight Time),Fri Jun 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 27 2020 15:25:45 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201971,RP201971,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 08 2019 19:46:14 GMT-0400 (Eastern Daylight Time),Thu Sep 05 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:44:25 GMT-0500 (Eastern Standard Time),Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300 Newburyport Turnpike,,Essex County,300.0,10000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,9/5/2023,"Old Planters of Cape Ann, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,8/17/2023,COMPLETE,MP281691,"CNA Stores, Inc.",Amesbury,MA,1913.0,42.83413,-70.961347,100 Main St.,,Amesbury,MA,1913.0,POINT (-70.970827 42.635475),POINT (-70.961347 42.8341300),100 Main St,,Amesbury,MA,1913.0,83-1233238,MPN281691,Tue Feb 11 2020 14:42:45 GMT-0500 (Eastern Standard Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 17 2020 10:59:28 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Veteran-Owned Business | Disability-Owned Business,,,,Thu Jun 06 2019 17:16:37 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:05:26 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),57 S Hunt Rd,,Essex County,300.0,10000.0,1913.0,Amesbury,Essex,42.635475,-70.970827,Northeast,9/5/2023,"CNA Stores, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
