business_website,business_email,business_legal_name,business_phone,id,license_status,business_dba_name,license_number,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_image_url,license_type,premise_latitude,premise_longitude,premise_county,premise_city,premise_street_address,data_refreshed_date
,,,,36,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1758064,-77.2463594,Montgomery County,Germantown,Middlebrook Road,2023-08-13T13:35:55.150759
,,,,37,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2845659,-76.7554899,Baltimore County,Catonsville,6328 Baltimore National Pike,2023-08-13T13:35:55.150759
,,,,38,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1099054,-77.0770873,Montgomery County,Rockville,4007 Norbeck Rd a,2023-08-13T13:35:55.150759
,,,,39,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3376588,-76.40024939999999,Baltimore County,Middle River,100 Carroll Island Rd,2023-08-13T13:35:55.150759
,,,,40,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.44466010000001,-76.8119263,Baltimore County,Reisterstown,11722 Reisterstown Rd,2023-08-13T13:35:55.150759
,,,,41,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.438862,-76.625973,Baltimore County,Timonium,2060A York Rd,2023-08-13T13:35:55.150759
,,,,42,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4220812,-76.6177593,Baltimore County,Timonium,1526 York Rd,2023-08-13T13:35:55.150759
,,,,43,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2971458,-76.52885359999999,Baltimore County,Baltimore,6807 Rolling Mill Rd,2023-08-13T13:35:55.150759
,,,,44,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3623362,-76.4911815,Baltimore County,Nottingham,4741 Ridge Rd,2023-08-13T13:35:55.150759
,,,,45,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3125711,-76.75757469999999,Baltimore County,Windsor Mill,7165 Security Blvd Suite C,2023-08-13T13:35:55.150759
,,"Temescal Wellness of MD, LLC",,46,,"Temescal Wellness of MD, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3795173,-76.72873469999999,Baltimore County,Pikesville,1636 Reisterstown Rd,2023-08-13T13:35:55.150759
,,,,47,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3020338,-76.6184803,,Baltimore,1114 Cathedral St #5,2023-08-13T13:35:55.150759
,,,,48,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5977107,-75.81739639999999,Cecil County,Elkton,330 E Pulaski Hwy b,2023-08-13T13:35:55.150759
,,,,49,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.5811912,-76.95611439999999,Charles County,White Plains,4781-A Crain Hwy,2023-08-13T13:35:55.150759
,,,,50,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.5871341,-76.9378361,Charles County,White Plains,10766 Demarr Rd,2023-08-13T13:35:55.150759
,,,,51,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.6461715,-76.88481139999999,Charles County,Waldorf,2290 Old Washington Rd,2023-08-13T13:35:55.150759
,,,,52,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.5638411,-76.0641654,Dorchester County,Cambridge,603 Meteor Ave,2023-08-13T13:35:55.150759
,,,,53,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9445748,-76.55972349999999,Anne Arundel County,Edgewater,3005 Solomons Island Rd,2023-08-13T13:35:55.150759
,,,,54,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3621968,-77.4242549,Frederick County,Frederick,4606 Wedgewood Blvd,2023-08-13T13:35:55.150759
,,,,55,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0917006,-76.8558576,Prince George's County,Laurel,14703 Baltimore Ave b,2023-08-13T13:35:55.150759
,,,,56,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5058493,-76.1662826,Harford County,Aberdeen,226 S Philadelphia Blvd,2023-08-13T13:35:55.150759
,,,,57,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4299209,-76.3524001,Harford County,Joppatowne,702 Pulaski Hwy,2023-08-13T13:35:55.150759
,,,,58,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.47559469999999,-76.308922,Harford County,Abingdon,3111 Emmorton Rd,2023-08-13T13:35:55.150759
,,,,59,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2791691,-76.8627722,Howard County,Ellicott City,10169 Baltimore National Pike,2023-08-13T13:35:55.150759
,,,,60,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.3685337,-75.5769875,Wicomico County,Salisbury,1003 Mt Hermon Rd,2023-08-13T13:35:55.150759
,,,,61,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0160686,-76.6981177,Anne Arundel County,Crofton,Crofton Blvd,2023-08-13T13:35:55.150759
,,,,62,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9882699,-77.0970729,Montgomery County,Bethesda,4909 Fairmont Ave,2023-08-13T13:35:55.150759
,,,,63,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0264464,-77.1253055,Montgomery County,Bethesda,10401 Old Georgetown Rd #210,2023-08-13T13:35:55.150759
,,,,64,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1959308,-76.68578099999999,Anne Arundel County,Linthicum Heights,823a Elkridge Landing Rd,2023-08-13T13:35:55.150759
,,,,65,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1109574,-76.9277995,Montgomery County,Burtonsville,4009 Sandy Spring Rd #101,2023-08-13T13:35:55.150759
,,,,66,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.3368235,-75.1139002,Worcester County,Ocean City,12600 Marjan Ln #100,2023-08-13T13:35:55.150759
,,,,67,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9925301,-76.5494068,Anne Arundel County,Annapolis,2061 Generals Hwy,2023-08-13T13:35:55.150759
,,,,68,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1622622,-77.16513909999999,Montgomery County,Gaithersburg,8355 Snouffer School Rd,2023-08-13T13:35:55.150759
,,,,69,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0445369,-77.1102544,Montgomery County,Rockville,5544 Nicholson Ln 2nd Floor,2023-08-13T13:35:55.150759
,,,,70,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.17869,-77.2705464,Montgomery County,Germantown,13007 Wisteria Dr unit 28-29,2023-08-13T13:35:55.150759
,,,,71,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.951981,-76.96774909999999,Prince George's County,Hyattsville,2486 Chillum Rd,2023-08-13T13:35:55.150759
,,,,72,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8888866,-76.8526424,Prince George's County,Capitol Heights,8801 Hampton Mall Dr N,2023-08-13T13:35:55.150759
,,,,73,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8011496,-76.90618839999999,Prince George's County,Temple Hills,5846 Allentown Way,2023-08-13T13:35:55.150759
,,,,74,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8169443,-76.8413065,Prince George's County,Upper Marlboro,9520 Marlboro Pike #103,2023-08-13T13:35:55.150759
,,,,75,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.6476103,-78.7689456,Allegany County,Cumberland,100 Beall St,2023-08-13T13:35:55.150759
,,,,76,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.631576,-77.760133,Washington County,Hagerstown,1571 Wesel Blvd,2023-08-13T13:35:55.150759
,,,,77,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.032252,-76.073865,Queen Anne's County,Centreville,202 Coursevall Dr #108,2023-08-13T13:35:55.150759
,,,,78,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9825686,-76.53482439999999,Anne Arundel County,Annapolis,2029 West St,2023-08-13T13:35:55.150759
,,,,79,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.170525,-77.207241,Montgomery County,Gaithersburg,10011 Stedwick Rd,2023-08-13T13:35:55.150759
,,,,80,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0475112,-76.6643277,Anne Arundel County,Gambrills,782 MD-3 Suite A,2023-08-13T13:35:55.150759
,,,,81,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2916268,-76.5122251,Baltimore County,Baltimore,717 North Point Blvd,2023-08-13T13:35:55.150759
,,,,82,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2910115,-76.7152593,Baltimore County,Baltimore,5225 Baltimore National Pike,2023-08-13T13:35:55.150759
,,,,83,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1749994,-76.5454553,Anne Arundel County,Curtis Bay,7609 Energy Pkwy STE 901,2023-08-13T13:35:55.150759
,,,,84,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5638772,-76.9807711,Carroll County,Westminster,330 140 Village Rd Suite 7,2023-08-13T13:35:55.150759
,,,,85,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0045544,-76.87552819999999,Prince George's County,MD,Greenbelt,2023-08-13T13:35:55.150759
,,,,86,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4155084,-77.4454581,Frederick County,Frederick,1080 W Patrick St Suite 13,2023-08-13T13:35:55.150759
,,,,87,,,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1213624,-76.51772179999999,Anne Arundel County,Pasadena,16 Magothy Beach Rd,2023-08-13T13:35:55.150759
,,Green Point Wellness,,88,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1034155,-76.84395649999999,Prince George's County,Laurel,116 Washington Blvd,2023-08-13T13:35:55.150759
,,Sweetbuds Dispensary,,89,,Sweetbuds Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3800958,-77.4231988,Frederick County,Frederick,5312 New Design Rd,2023-08-13T13:35:55.150759
