license_number,license_type,license_designation,business_legal_name,business_dba_name,license_status,premise_city,business_website,business_owner_name,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_structure,business_email,business_phone,activity,parcel_number,premise_street_address,id,business_image_url,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_zip_code
ACA1497,Cultivation,Adult-Use,"Maple Valley Pharms Cultivation, Llc",Snowblind Cannabis,"Conditional, Jurisdiction Approved",Fairfield,,Maple Valley Pharms Parent Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACA1497,,2023-07-01T00:00:00,44.5884052,-69.59864689999999,Somerset County,USA
ACA1506,Cultivation,Adult-Use,Pmo Web Dba Flowerpartners Consulting,Flowerpartners Consulting,Pending Conditional,Cumberland,,Luca Botica,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACA1506,,2023-07-01T00:00:00,43.796573,-70.2585205,Cumberland County,USA
ACB105,Cultivation,Adult-Use,Growroom Cultivation Llc,Growroom Cultivation Llc,Pending Conditional,Portland,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB105,,2023-07-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACB131,Cultivation,Adult-Use,Sea Sweets Co.,Sea Sweets Co.,Pending Conditional,Auburn,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB131,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACB144,Cultivation,Adult-Use,Riverside Greenery Llc,Riverside Greenery Llc,Pending Conditional,Auburn,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB144,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACB173,Cultivation,Adult-Use,"Highbrow Industries, Llc","Highbrow Industries, Llc",Active,Detroit,,Jason Brossi,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB173,,2023-07-01T00:00:00,44.7927823,-69.29601509999999,Somerset County,USA
ACB176,Cultivation,Adult-Use,Room 5 Llc,O.G. Hydrofarms,Active,Detroit,,James William Nolan,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB176,,2023-07-01T00:00:00,44.7927823,-69.29601509999999,Somerset County,USA
ACB184,Cultivation,Adult-Use,Aaa Pharmaceutical Alternatives,Aaa Pharmaceutical Alternatives,Active,Manchester,www.aaapharmaceuticalalternatives.com,Aaron Gabriel Scalia,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB184,,2023-07-01T00:00:00,44.324513,-69.8603256,Kennebec County,USA
ACB205,Cultivation,Adult-Use,Joint Efforts Inc,Lodestar Cannabis,Active,Gorham,www.lodestarcannabis.com,Douglas P Knickrehm,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB205,,2023-07-01T00:00:00,43.67953139999999,-70.44422519999999,Cumberland County,USA
ACB213,Cultivation,Adult-Use,Gele Llc,Gele Llc,Active,South Portland,https://gardenofgele.com/,Matthew Bayliss,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB213,,2023-07-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACB230,Cultivation,Adult-Use,Allure Cultivation,Allure Cultivation,Active,Bangor,,"Salvatore Anthony Faro, Iii",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB230,,2023-07-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
ACB259,Cultivation,Adult-Use,The Cannabis Cabin Llc,The Cabin,Active,Poland,,Adam Robert Mocciola,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB259,,2023-07-01T00:00:00,44.0606281,-70.39366749999999,Androscoggin County,USA
ACB317,Cultivation,Adult-Use,"The Stoned Moose, Llc","The Stoned Moose, Llc",Active,Bethel,,Jodi Darlene Everett,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB317,,2023-07-01T00:00:00,44.4044586,-70.7898806,Oxford County,USA
ACB358,Cultivation,Adult-Use,"Kimball Kush, Llc",Black Bear Bud,Active,Portland,,Catherine Kimball,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB358,,2023-07-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACB558,Cultivation,Adult-Use,"Limited Edition Farm, Llc","Limited Edition Farm, Llc",Active,Solon,,Duana A Gushee,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB558,,2023-07-01T00:00:00,44.949502,-69.85839100000001,Somerset County,USA
ACB573,Cultivation,Adult-Use,Ice Water Llc,Kalikori Farms,Active,Topsham,,Roderick Wintle,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB573,,2023-07-01T00:00:00,43.9275435,-69.9759459,Sagadahoc County,USA
ACB629,Cultivation,Adult-Use,"Falling Leaf Farm, Llc","Falling Leaf Farm, Llc",Active,Auburn,,"Falling Leaf Farms Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB629,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACB729,Cultivation,Adult-Use,"Ktk Noyes Cultivation, Llc","Ktk Noyes Cultivation, Llc",Active,Scarborough,,Tucker Noyes,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB729,,2023-07-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
ACB798,Cultivation,Adult-Use,Flamingo Fine Cannabis Llc,Flamingo Fine Cannabis Llc,Active,South Portland,www.flamingomaine.com,Jared Dinsmore,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB798,,2023-07-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACB834,Cultivation,Adult-Use,The King'S Stache Llc,The King'S Stache Llc,Active,South Portland,,Lucas Theriault,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB834,,2023-07-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACB848,Cultivation,Adult-Use,"Katahdin Kure, Llc","Katahdin Kure, Llc",Active,Monroe,,Linden R Lee Jr,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB848,,2023-07-01T00:00:00,44.6150724,-69.01809399999999,Waldo County,USA
ACB1002,Cultivation,Adult-Use,Green Trap Llc,Green Trap,Active,Gorham,,John Edward Jenkins,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1002,,2023-07-01T00:00:00,43.67953139999999,-70.44422519999999,Cumberland County,USA
ACB1119,Cultivation,Adult-Use,Casco Management,Casco Management,Conditional,Portland,,Olivia Crozier,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1119,,2023-07-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACB1121,Cultivation,Adult-Use,Blackbeard Farms Llc,Blackbeard Farms Llc,Active,Eliot,,Jelal Jones,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1121,,2023-07-01T00:00:00,43.1531427,-70.8000544,York County,USA
ACB1172,Cultivation,Adult-Use,"Kender Farms, Inc.",Blue Sky,Active,Farmington,,Charles Crandall,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1172,,2023-07-01T00:00:00,44.67049979999999,-70.1512169,Franklin County,USA
ACB1200,Cultivation,Adult-Use,Dozia Farms Llc,Dozia Farms Llc,Active,Lebanon,,Zachariah Thone,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1200,,2023-07-01T00:00:00,43.40066969999999,-70.91937899999999,York County,USA
ACB1222,Cultivation,Adult-Use,"Bacon Holdings, Llc",Bacon Holdings Llc,"Conditional, Jurisdiction Approved",Presque Isle,,James Bacon,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1222,,2023-07-01T00:00:00,46.68115299999999,-68.0158615,Aroostook County,USA
ACB1225,Cultivation,Adult-Use,"Highly Cannaco Cultivation, Llc","Highly Cannaco Cultivation, Llc",Active,Boothbay,,Jan Martin,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1225,,2023-07-01T00:00:00,43.8762865,-69.6337364,Lincoln County,USA
ACB1269,Cultivation,Adult-Use,Higher Being Llc,Higher Being Llc,Active,Windham,,Avery Shaughnessy,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1269,,2023-07-01T00:00:00,43.7588577,-70.39870599999999,Cumberland County,USA
ACB1291,Cultivation,Adult-Use,Loud Llc,Cannabis Caveman,Active,Bangor,www.cannabiscaveman.com,Christopher Jones,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1291,,2023-07-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
ACB1292,Cultivation,Adult-Use,"Low Tide Terps, Llc","Low Tide Terps, Llc",Pending Conditional,Oxford,,Cch2 Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1292,,2023-07-01T00:00:00,44.1317459,-70.4931557,Oxford County,USA
ACB1296,Cultivation,Adult-Use,J T Nadeau Llc,J T Nadeau Llc,Active,Turner,,Jonathan Nadeau,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1296,,2023-07-01T00:00:00,44.2564588,-70.2561671,Androscoggin County,USA
ACB1305,Cultivation,Adult-Use,Lighthouse Farms Llc,Lighthouse Farms Llc,Active,Georgetown,lighthousefarmsllc.com,Sarah Valencik,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1305,,2023-07-01T00:00:00,43.8021196,-69.752359,Sagadahoc County,USA
ACB1310,Cultivation,Adult-Use,"East Coast Cure, Llc","East Coast Cure, Llc","Conditional, Jurisdiction Approved",Bangor,,Dylan G. Proctor,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1310,,2023-07-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
ACB1339,Cultivation,Adult-Use,Aaa Pharmaceutical Alternatives Llc,Aaa Pharmaceutical Alternatives Llc,Active,Manchester,AAAPharms.com,Aaron G Scalia,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1339,,2023-07-01T00:00:00,44.324513,-69.8603256,Kennebec County,USA
ACB1341,Cultivation,Adult-Use,Upward Branch Inc,Upward Branch Inc,Pending Conditional,Northport,,Tamitha Ann Shirley,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1341,,2023-07-01T00:00:00,44.33778230000001,-68.96131749999999,Waldo County,USA
ACB1342,Cultivation,Adult-Use,"Leb-City Greeneries, Inc.","Leb-City Greeneries, Inc.","Conditional, Jurisdiction Approved",Berwick,,Jamison Nay,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1342,,2023-07-01T00:00:00,43.26831989999999,-70.8635506,York County,USA
ACB1343,Cultivation,Adult-Use,"Green Truck Farms 5, Llc","Green Truck Farms 5, Llc","Conditional, Jurisdiction Approved",Sanford,,Andrew Beasley,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1343,,2023-07-01T00:00:00,43.4391627,-70.7742804,York County,USA
ACB1347,Cultivation,Adult-Use,Renewal Gardens Llc,Renewal Gardens Llc,Active,Oxford,,Allan Hendrickson,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1347,,2023-07-01T00:00:00,44.1317459,-70.4931557,Oxford County,USA
ACB1366,Cultivation,Adult-Use,"Elysium, Inc.","Elysium, Inc.",Conditional,Newport,,Hugo A. Benvenuto,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1366,,2023-07-01T00:00:00,44.8370741,-69.28528589999999,Penobscot County,USA
ACB1368,Cultivation,Adult-Use,Og Enterprises Llc,Og Enterprises Llc,Conditional,Unknown,,William Richard Dunphey,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1368,,2023-07-01T00:00:00,,,,
ACB1375,Cultivation,Adult-Use,Route 2 G&M Llc,Route 2 G&M Llc,"Conditional, Jurisdiction Approved",Auburn,,Mainly Holdings Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1375,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACB1386,Cultivation,Adult-Use,Og Retail Llc,Og Retail Llc,Conditional,Unknown,,William Richard Dunphey,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1386,,2023-07-01T00:00:00,,,,
ACB1391,Cultivation,Adult-Use,Lost Legends Llc,Lost Legends Llc,Conditional,Waterville,,Daman Ansted,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1391,,2023-07-01T00:00:00,44.5520105,-69.6317121,Kennebec County,USA
ACB1392,Cultivation,Adult-Use,Green Topper Growers,Green Topper Growers,Pending Conditional,Bridgton,,Richard Ryan,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1392,,2023-07-01T00:00:00,44.0548021,-70.7128685,Cumberland County,USA
ACB1393,Cultivation,Adult-Use,"Atlantis Gardens, Inc.",Seaweed Co,Active,Portland,,Bayside Botanicals Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1393,,2023-07-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACB1409,Cultivation,Adult-Use,"Kender Farms, Inc.","Kender Farms, Inc.","Conditional, Jurisdiction Approved",Farmington,,Charles Crandall,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1409,,2023-07-01T00:00:00,44.67049979999999,-70.1512169,Franklin County,USA
ACB1421,Cultivation,Adult-Use,Full Bloom Management Llc,Full Bloom Cannabis,Active,Grand Isle,www.fullbloomcannabis.com,"Jmlj Private Equity Fund, Lp",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1421,,2023-07-01T00:00:00,47.3053186,-68.1519797,Aroostook County,USA
ACB1453,Cultivation,Adult-Use,Key Haven Holdings Llc,The Happy Canary,Pending Conditional,Casco,,Zachary John Dolgos,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1453,,2023-07-01T00:00:00,43.969246,-70.5211945,Cumberland County,USA
ACB1466,Cultivation,Adult-Use,"North Fire, Llc","North Fire, Llc",Pending Conditional,Bowdoinham,,"North Fire, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1466,,2023-07-01T00:00:00,44.0091821,-69.8968927,Sagadahoc County,USA
ACB1467,Cultivation,Adult-Use,"Caniba, Llc",Schedule 1,Pending Conditional,Portland,,Samuel Morris,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1467,,2023-07-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACB1477,Cultivation,Adult-Use,"Leaf Labs, Llc","Leaf Labs, Llc",Pending Conditional,Sanford,,Nicholas Vespa,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1477,,2023-07-01T00:00:00,43.4391627,-70.7742804,York County,USA
ACB1487,Cultivation,Adult-Use,Harbor Harvest Llc,Harbor Harvest Llc,Pending Conditional,Warren,,Dylan Bamrick,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1487,,2023-07-01T00:00:00,44.116967,-69.25314639999999,Knox County,USA
ACB1488,Cultivation,Adult-Use,Hydrogenics Llc,Joia Seed,"Conditional, Jurisdiction Approved",Bangor,,Daniel Hetzroni,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACB1488,,2023-07-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
ACC101,Cultivation,Adult-Use,Grass Roots Marijuana Llc,Grm 207,Active,Auburn,,James Frederick Hamilton Jr,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC101,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC115,Cultivation,Adult-Use,Mystique Operations Llc,Mystique Operations Llc,Active,Auburn,,Sean Benjamin O'Brien,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC115,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC120,Cultivation,Adult-Use,"Norman K Consulting, Llc","Norman K Consulting, Llc",Active,Auburn,,Norman K Consulting Holdings Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC120,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC126,Cultivation,Adult-Use,Cannabis Cured Cultivation Llc,Cannabis Cured Cultivation Llc,Active,Fairfield,,Mark Laroche,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC126,,2023-07-01T00:00:00,44.5884052,-69.59864689999999,Somerset County,USA
ACC161,Cultivation,Adult-Use,Theory Wellness Of Maine Cultivation Llc,Theory Wellness,Active,Waterville,,Seven Points Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC161,,2023-07-01T00:00:00,44.5520105,-69.6317121,Kennebec County,USA
ACC221,Cultivation,Adult-Use,"Herbal Pathways, Llc","Herbal Pathways, Llc",Active,Berwick,,Kenneth Crowley,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC221,,2023-07-01T00:00:00,43.26831989999999,-70.8635506,York County,USA
ACC262,Cultivation,Adult-Use,Pine Tree Maine Llc,Pine Tree Maine Llc,Active,Sanford,www.landracecanna.com,Michael Holden,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC262,,2023-07-01T00:00:00,43.4391627,-70.7742804,York County,USA
ACC274,Cultivation,Adult-Use,Arcanna Llc,East Coast Cannabis,Active,Eliot,,Congress Street Capital Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC274,,2023-07-01T00:00:00,43.1531427,-70.8000544,York County,USA
ACC303,Cultivation,Adult-Use,"Gtc, Llc",Camp Cannabis,Active,Auburn,,Theodore T. Cooper,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC303,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC308,Cultivation,Adult-Use,Origins Cultivation Llc,Origins Cultivation Llc,Active,Hallowell,,David Vickers,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC308,,2023-07-01T00:00:00,44.2859022,-69.7908786,Kennebec County,USA
ACC322,Cultivation,Adult-Use,"Afs, Inc","Afs, Inc",Pending Conditional,Unknown,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC322,,2023-07-01T00:00:00,,,,
ACC325,Cultivation,Adult-Use,All Purpose Flower Llc,All Purpose Flower Llc,Active,Brunswick,,Wilshire Madison Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC325,,2023-07-01T00:00:00,43.9140162,-69.9669961,Cumberland County,USA
ACC334,Cultivation,Adult-Use,"Npg, Llc",Wellness Connection,Active,Auburn,https://mainewellness.org,"High Street Capital Partners, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC334,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC337,Cultivation,Adult-Use,Big Mike'S Icky Sticky Llc,Big Mike'S Icky Sticky,Active,Farmington,bmicktsticky.com,Michael Macneil,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC337,,2023-07-01T00:00:00,44.67049979999999,-70.1512169,Franklin County,USA
ACC367,Cultivation,Adult-Use,Coastal Cannabis Farm Llc,Coastal Cannabis Farm Llc,Active,Somerville,,Evan Morrison,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC367,,2023-07-01T00:00:00,44.3092443,-69.48896739999999,Lincoln County,USA
ACC372,Cultivation,Adult-Use,"Letracal, Llc","Letracal, Llc",Active,Auburn,,Seven Points Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC372,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC378,Cultivation,Adult-Use,Warren Ave Af Llc,Atlantic Farms,Active,Somerville,,Atlantic Farms Management Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC378,,2023-07-01T00:00:00,44.3092443,-69.48896739999999,Lincoln County,USA
ACC381,Cultivation,Adult-Use,Rugged Roots Llc,Rugged Roots Llc,Active,Auburn,,Ryan Richards,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC381,,2023-07-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC417,Cultivation,Adult-Use,Route 2 G&M Llc,Brilliant Buds,Active,Bethel,,"Mainly Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC417,,2023-07-01T00:00:00,44.4044586,-70.7898806,Oxford County,USA
ACC425,Cultivation,Adult-Use,"Wildfire, Llc",Wildfire,Active,Waterville,https://wildfiremaine.com/,Jesse Paul Nadeau,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC425,,2023-07-01T00:00:00,44.5520105,-69.6317121,Kennebec County,USA
ACC452,Cultivation,Adult-Use,Skytide Llc,Skytide Cannabis Company,Active,Windham,,Morgan Papi,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC452,,2023-07-01T00:00:00,43.7588577,-70.39870599999999,Cumberland County,USA
ACC630,Cultivation,Adult-Use,"High Tide Organic, Llc","High Tide Organic, Llc",Active,South Portland,hightideorganic.com,William Bennett,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC630,,2023-07-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACC640,Cultivation,Adult-Use,Jar Co. Farms Lewiston Llc,Jar Co. Farms Lewiston Llc,Active,Lewiston,www.jarcannabis.com,Ryan Roy,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC640,,2023-07-01T00:00:00,44.100351,-70.21477639999999,Androscoggin County,USA
ACC669,Cultivation,Adult-Use,Tradecraft Farms - South Portland Llc,Tradecraft Farms - South Portland Llc,"Conditional, Jurisdiction Approved",South Portland,,Timothy W Gibb,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC669,,2023-07-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACC687,Cultivation,Adult-Use,"Warren West Group, Llc","Warren West Group, Llc",Active,Gorham,,Harrison Otterbein,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC687,,2023-07-01T00:00:00,43.67953139999999,-70.44422519999999,Cumberland County,USA
ACC726,Cultivation,Adult-Use,Pure207 Llc,Pure207 Llc,Active,Hope,,Ashley Brooks Haskins,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC726,,2023-07-01T00:00:00,44.2650248,-69.15894209999999,Knox County,USA
