Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
1,2017,Larimer,"1,099,359","3,695,944",,,12017Larimer
1,2017,Lake,,"188,571",NL,,12017Lake
1,2017,La Plata,"301,119","1,655,168",,,12017La Plata
1,2017,Kit Carson,,,NL,NL,12017Kit Carson
1,2017,Kiowa,,,NL,NL,12017Kiowa
1,2017,Jefferson,"1,370,186","4,098,431",,,12017Jefferson
1,2017,Jackson,,,NL,NL,12017Jackson
1,2017,Huerfano,,,NL,NR,12017Huerfano
1,2017,Hinsdale,,,NL,NL,12017Hinsdale
1,2017,Gunnison,,"546,542",NR,,12017Gunnison
1,2017,Grand,,"378,163",NR,,12017Grand
1,2017,Gilpin,,"157,003",NR,,12017Gilpin
1,2017,Garfield,"308,266","1,373,945",,,12017Garfield
1,2017,Fremont,,,NR,NL,12017Fremont
1,2017,Elbert,,,NL,NL,12017Elbert
1,2017,El Paso,"7,656,270",,,NR,12017El Paso
1,2017,Eagle,"135,334","1,297,711",,,12017Eagle
1,2017,Douglas,,,NL,NL,12017Douglas
1,2017,Dolores,,,NL,NL,12017Dolores
1,2017,Denver,"15,275,938","25,681,498",,,12017Denver
1,2017,Delta,,,NL,NL,12017Delta
1,2017,Custer,,,NL,NL,12017Custer
1,2017,Crowley,,,NL,NL,12017Crowley
1,2017,Costilla,,"214,330",NR,,12017Costilla
1,2017,Conejos,,"294,331",NL,,12017Conejos
1,2017,Clear Creek,"52,434","584,198",,,12017Clear Creek
1,2017,Cheyenne,,,NL,NL,12017Cheyenne
1,2017,Chaffee,,"316,009",NR,,12017Chaffee
1,2017,Broomfield,,,NL,NL,12017Broomfield
1,2017,Boulder,"1,943,678","5,351,831",,,12017Boulder
1,2017,Bent,,,NL,NL,12017Bent
1,2017,Baca,,,NL,NL,12017Baca
1,2017,Archuleta,,,NR,NR,12017Archuleta
1,2017,Arapahoe,"1,137,598","8,481,055",,,12017Arapahoe
1,2017,Alamosa,,,NR,NL,12017Alamosa
1,2017,Adams,"520,138","4,192,709",,,12017Adams
12,2016,Yuma,,,NL,NL,122016Yuma
12,2016,Weld,"309,108","2,486,668",,,122016Weld
12,2016,Washington,,,NL,NL,122016Washington
12,2016,Teller,,,NR,NL,122016Teller
12,2016,Summit,"163,465","2,203,456",,,122016Summit
12,2016,Sedgwick,,,NR,NR,122016Sedgwick
12,2016,San Miguel,"30,626","316,572",,,122016San Miguel
12,2016,San Juan,,,NL,NR,122016San Juan
12,2016,Saguache,,,NL,NR,122016Saguache
12,2016,Routt,"188,092","789,398",,,122016Routt
12,2016,Rio Grande,,,NL,NL,122016Rio Grande
12,2016,Rio Blanco,,,NL,NL,122016Rio Blanco
12,2016,Pueblo,"637,069","2,566,125",,,122016Pueblo
12,2016,Prowers,,,NL,NL,122016Prowers
12,2016,Pitkin,"70,724","1,065,431",,,122016Pitkin
12,2016,Phillips,,,NL,NL,122016Phillips
12,2016,Park,,"301,869",NR,,122016Park
12,2016,Ouray,,"334,503",NR,,122016Ouray
12,2016,Otero,,,NR,NL,122016Otero
12,2016,Morgan,,"579,314",NR,,122016Morgan
12,2016,Montrose,,,NR,NL,122016Montrose
12,2016,Montezuma,,"1,211,288",NR,,122016Montezuma
12,2016,Moffat,,,NR,NL,122016Moffat
12,2016,Mineral,,,NL,NL,122016Mineral
12,2016,Mesa,,,NR,NR,122016Mesa
12,2016,Logan,,,NL,NL,122016Logan
12,2016,Lincoln,,,NL,NL,122016Lincoln
12,2016,Las Animas,,"2,389,493",NR,,122016Las Animas
12,2016,Larimer,"1,260,854","4,145,435",,,122016Larimer
12,2016,Lake,,"182,830",NL,,122016Lake
12,2016,La Plata,"334,003","2,011,310",,,122016La Plata
12,2016,Kit Carson,,,NL,NL,122016Kit Carson
12,2016,Kiowa,,,NL,NL,122016Kiowa
12,2016,Jefferson,"1,545,983","4,354,956",,,122016Jefferson
12,2016,Jackson,,,NL,NL,122016Jackson
12,2016,Huerfano,,,NL,NR,122016Huerfano
12,2016,Hinsdale,,,NL,NL,122016Hinsdale
12,2016,Gunnison,,"530,400",NR,,122016Gunnison
12,2016,Grand,,"390,044",NR,,122016Grand
12,2016,Gilpin,,"204,163",NR,,122016Gilpin
12,2016,Garfield,"322,592","1,451,481",,,122016Garfield
12,2016,Fremont,"173,405",,,NL,122016Fremont
12,2016,Elbert,,,NL,NL,122016Elbert
12,2016,El Paso,"8,417,826",,,NR,122016El Paso
12,2016,Eagle,"163,815","1,398,924",,,122016Eagle
12,2016,Douglas,,,NL,NL,122016Douglas
12,2016,Dolores,,,NL,NL,122016Dolores
12,2016,Denver,"16,064,917","27,400,081",,,122016Denver
12,2016,Delta,,,NL,NL,122016Delta
12,2016,Custer,,,NL,NL,122016Custer
12,2016,Crowley,,,NL,NL,122016Crowley
12,2016,Costilla,,"223,780",NR,,122016Costilla
12,2016,Conejos,,"339,375",NL,,122016Conejos
12,2016,Clear Creek,"61,999","526,729",,,122016Clear Creek
12,2016,Cheyenne,,,NL,NL,122016Cheyenne
12,2016,Chaffee,,"351,614",NR,,122016Chaffee
12,2016,Broomfield,,,NL,NL,122016Broomfield
12,2016,Boulder,"2,510,721","5,821,440",,,122016Boulder
12,2016,Bent,,,NL,NL,122016Bent
12,2016,Baca,,,NL,NL,122016Baca
12,2016,Archuleta,,,NR,NR,122016Archuleta
12,2016,Arapahoe,"1,447,994","9,260,969",,,122016Arapahoe
12,2016,Alamosa,,,NR,NL,122016Alamosa
12,2016,Adams,"568,391","4,593,466",,,122016Adams
11,2016,Yuma,,,NL,NL,112016Yuma
11,2016,Weld,,"2,417,762",NR,,112016Weld
11,2016,Washington,,,NL,NL,112016Washington
11,2016,Teller,,,NR,NL,112016Teller
11,2016,Summit,,"1,314,039",NR,,112016Summit
11,2016,Sedgwick,,,NR,NR,112016Sedgwick
11,2016,San Miguel,"30,453","146,596",,,112016San Miguel
11,2016,San Juan,,,NL,NR,112016San Juan
11,2016,Saguache,,,NL,NR,112016Saguache
11,2016,Routt,"168,346","593,501",,,112016Routt
11,2016,Rio Grande,,,NL,NL,112016Rio Grande
11,2016,Rio Blanco,,,NL,NL,112016Rio Blanco
11,2016,Pueblo,"659,236","2,583,047",,,112016Pueblo
11,2016,Prowers,,,NL,NL,112016Prowers
11,2016,Pitkin,"60,322","445,008",,,112016Pitkin
11,2016,Phillips,,,NL,NL,112016Phillips
11,2016,Park,,"277,990",NR,,112016Park
11,2016,Ouray,,"298,217",NR,,112016Ouray
11,2016,Otero,,,NL,NL,112016Otero
11,2016,Morgan,,"558,715",NR,,112016Morgan
11,2016,Montrose,,,NR,NL,112016Montrose
11,2016,Montezuma,"62,866","1,212,346",,,112016Montezuma
11,2016,Moffat,,,NR,NL,112016Moffat
11,2016,Mineral,,,NL,NL,112016Mineral
11,2016,Mesa,,,NR,NR,112016Mesa
11,2016,Logan,,,NL,NL,112016Logan
11,2016,Lincoln,,,NL,NL,112016Lincoln
11,2016,Las Animas,,"2,305,460",NR,,112016Las Animas
11,2016,Larimer,"1,211,727","3,964,140",,,112016Larimer
11,2016,Lake,,,NL,NR,112016Lake
11,2016,La Plata,"339,564","1,718,599",,,112016La Plata
11,2016,Kit Carson,,,NL,NL,112016Kit Carson
11,2016,Kiowa,,,NL,NL,112016Kiowa
11,2016,Jefferson,"1,474,361","3,935,409",,,112016Jefferson
11,2016,Jackson,,,NL,NL,112016Jackson
11,2016,Huerfano,,,NL,NR,112016Huerfano
11,2016,Hinsdale,,,NL,NL,112016Hinsdale
11,2016,Gunnison,,"390,416",NR,,112016Gunnison
11,2016,Grand,,"250,357",NR,,112016Grand
11,2016,Gilpin,,"187,219",NR,,112016Gilpin
11,2016,Garfield,"317,199","1,372,095",,,112016Garfield
11,2016,Fremont,,,NR,NL,112016Fremont
11,2016,Elbert,,,NL,NL,112016Elbert
11,2016,El Paso,"8,011,818",,,NR,112016El Paso
11,2016,Eagle,"150,334","886,933",,,112016Eagle
11,2016,Douglas,,,NL,NL,112016Douglas
11,2016,Dolores,,,NL,NL,112016Dolores
11,2016,Denver,"17,182,972","26,146,211",,,112016Denver
11,2016,Delta,,,NL,NL,112016Delta
11,2016,Custer,,,NL,NL,112016Custer
11,2016,Crowley,,,NL,NL,112016Crowley
11,2016,Costilla,,"228,406",NR,,112016Costilla
11,2016,Conejos,,"320,078",NL,,112016Conejos
11,2016,Clear Creek,"70,063","431,209",,,112016Clear Creek
11,2016,Cheyenne,,,NL,NL,112016Cheyenne
11,2016,Chaffee,,"308,023",NR,,112016Chaffee
11,2016,Broomfield,,,NL,NL,112016Broomfield
11,2016,Boulder,"2,099,029","5,444,937",,,112016Boulder
11,2016,Bent,,,NL,NL,112016Bent
11,2016,Baca,,,NL,NL,112016Baca
11,2016,Archuleta,,,NR,NR,112016Archuleta
11,2016,Arapahoe,"1,458,869","8,514,717",,,112016Arapahoe
11,2016,Alamosa,,,NR,NL,112016Alamosa
11,2016,Adams,"529,977","4,396,031",,,112016Adams
10,2016,Yuma,,,NL,NL,102016Yuma
10,2016,Weld,"242,582","2,535,546",,,102016Weld
10,2016,Washington,,,NL,NL,102016Washington
10,2016,Teller,,,NR,NL,102016Teller
10,2016,Summit,"156,993","1,235,632",,,102016Summit
10,2016,Sedgwick,,,NR,NR,102016Sedgwick
10,2016,San Miguel,"40,475","242,681",,,102016San Miguel
10,2016,San Juan,,,NL,NR,102016San Juan
10,2016,Saguache,,,NL,NR,102016Saguache
10,2016,Routt,"205,695","665,803",,,102016Routt
10,2016,Rio Grande,,,NL,NL,102016Rio Grande
10,2016,Rio Blanco,,,NL,NL,102016Rio Blanco
10,2016,Pueblo,"645,119","2,730,719",,,102016Pueblo
10,2016,Prowers,,,NL,NL,102016Prowers
10,2016,Pitkin,"71,227","527,278",,,102016Pitkin
10,2016,Phillips,,,NL,NL,102016Phillips
10,2016,Park,,"304,140",NR,,102016Park
10,2016,Ouray,,"404,670",NR,,102016Ouray
10,2016,Otero,,,NL,NL,102016Otero
10,2016,Morgan,,"621,119",NR,,102016Morgan
10,2016,Montrose,,,NR,NL,102016Montrose
10,2016,Montezuma,"65,684","1,412,949",,,102016Montezuma
10,2016,Moffat,,,NR,NL,102016Moffat
10,2016,Mineral,,,NL,NL,102016Mineral
10,2016,Mesa,,,NR,NR,102016Mesa
10,2016,Logan,,,NL,NL,102016Logan
10,2016,Lincoln,,,NL,NL,102016Lincoln
10,2016,Las Animas,,"2,343,718",NR,,102016Las Animas
10,2016,Larimer,"1,303,215","4,204,839",,,102016Larimer
10,2016,Lake,,"198,027",NL,,102016Lake
10,2016,La Plata,"376,178","1,954,316",,,102016La Plata
10,2016,Kit Carson,,,NL,NL,102016Kit Carson
10,2016,Kiowa,,,NL,NL,102016Kiowa
10,2016,Jefferson,"1,637,140","4,226,976",,,102016Jefferson
10,2016,Jackson,,,NL,NL,102016Jackson
10,2016,Huerfano,,,NL,NR,102016Huerfano
10,2016,Hinsdale,,,NL,NL,102016Hinsdale
10,2016,Gunnison,,"481,440",NR,,102016Gunnison
10,2016,Grand,,"258,512",NR,,102016Grand
10,2016,Gilpin,,"253,131",NR,,102016Gilpin
10,2016,Garfield,"342,751","1,608,072",,,102016Garfield
10,2016,Fremont,"189,039",,,NL,102016Fremont
10,2016,Elbert,,,NL,NL,102016Elbert
10,2016,El Paso,"8,569,109",,,NR,102016El Paso
10,2016,Eagle,"173,346","852,099",,,102016Eagle
10,2016,Douglas,,,NL,NL,102016Douglas
10,2016,Dolores,,,NL,NL,102016Dolores
10,2016,Denver,"17,196,445","28,578,229",,,102016Denver
10,2016,Delta,,,NL,NL,102016Delta
10,2016,Custer,,,NL,NL,102016Custer
10,2016,Crowley,,,NL,NL,102016Crowley
10,2016,Costilla,,"265,876",NR,,102016Costilla
10,2016,Conejos,,"380,038",NL,,102016Conejos
10,2016,Clear Creek,"69,509","486,814",,,102016Clear Creek
10,2016,Cheyenne,,,NL,NL,102016Cheyenne
10,2016,Chaffee,,"352,254",NR,,102016Chaffee
10,2016,Broomfield,,,NL,NL,102016Broomfield
10,2016,Boulder,"2,202,702","5,993,882",,,102016Boulder
10,2016,Bent,,,NL,NL,102016Bent
10,2016,Baca,,,NL,NL,102016Baca
10,2016,Archuleta,,,NR,NR,102016Archuleta
10,2016,Arapahoe,"1,472,572","8,954,428",,,102016Arapahoe
10,2016,Alamosa,,,NR,NL,102016Alamosa
10,2016,Adams,"416,490","4,578,245",,,102016Adams
9,2016,Yuma,,,NL,NL,92016Yuma
9,2016,Weld,"356,553","2,567,248",,,92016Weld
9,2016,Washington,,,NL,NL,92016Washington
9,2016,Teller,,,NR,NL,92016Teller
9,2016,Summit,"142,523","1,412,253",,,92016Summit
9,2016,Sedgwick,,,NR,NR,92016Sedgwick
9,2016,San Miguel,"52,220","437,620",,,92016San Miguel
9,2016,San Juan,,,NL,NR,92016San Juan
9,2016,Saguache,,,NL,NR,92016Saguache
9,2016,Routt,,"835,572",NR,,92016Routt
9,2016,Rio Grande,,,NL,NL,92016Rio Grande
9,2016,Rio Blanco,,,NL,NL,92016Rio Blanco
9,2016,Pueblo,"924,444","3,140,055",,,92016Pueblo
9,2016,Prowers,,,NL,NL,92016Prowers
9,2016,Pitkin,"79,255","852,785",,,92016Pitkin
9,2016,Phillips,,,NL,NL,92016Phillips
9,2016,Park,,"359,173",NR,,92016Park
9,2016,Ouray,,"515,896",NR,,92016Ouray
9,2016,Otero,,,NL,NL,92016Otero
9,2016,Morgan,,"652,609",NR,,92016Morgan
9,2016,Montrose,,,NR,NL,92016Montrose
9,2016,Montezuma,"84,028","1,439,910",,,92016Montezuma
9,2016,Moffat,,,NR,NL,92016Moffat
9,2016,Mineral,,,NL,NL,92016Mineral
9,2016,Mesa,,,NR,NR,92016Mesa
9,2016,Logan,,,NL,NL,92016Logan
9,2016,Lincoln,,,NL,NL,92016Lincoln
9,2016,Las Animas,,"2,485,885",NR,,92016Las Animas
9,2016,Larimer,"1,335,581","4,343,498",,,92016Larimer
9,2016,Lake,,"251,980",NL,,92016Lake
9,2016,La Plata,"442,682","2,226,213",,,92016La Plata
9,2016,Kit Carson,,,NL,NL,92016Kit Carson
9,2016,Kiowa,,,NL,NL,92016Kiowa
9,2016,Jefferson,"1,611,356","4,537,417",,,92016Jefferson
9,2016,Jackson,,,NL,NL,92016Jackson
9,2016,Huerfano,,,NL,NR,92016Huerfano
9,2016,Hinsdale,,,NL,NL,92016Hinsdale
9,2016,Gunnison,,"627,401",NR,,92016Gunnison
9,2016,Grand,,,NR,NR,92016Grand
9,2016,Gilpin,,"300,505",NR,,92016Gilpin
9,2016,Garfield,"425,704","1,754,542",,,92016Garfield
9,2016,Fremont,"239,079",,,NL,92016Fremont
9,2016,Elbert,,,NL,NL,92016Elbert
9,2016,El Paso,"9,387,013",,,NR,92016El Paso
9,2016,Eagle,"191,615","995,070",,,92016Eagle
9,2016,Douglas,,,NL,NL,92016Douglas
9,2016,Dolores,,,NL,NL,92016Dolores
9,2016,Denver,"19,190,347","29,423,313",,,92016Denver
9,2016,Delta,,,NL,NL,92016Delta
9,2016,Custer,,,NL,NL,92016Custer
9,2016,Crowley,,,NL,NL,92016Crowley
9,2016,Costilla,,"342,066",NR,,92016Costilla
9,2016,Conejos,,"435,435",NL,,92016Conejos
9,2016,Clear Creek,"76,291","608,871",,,92016Clear Creek
9,2016,Cheyenne,,,NL,NL,92016Cheyenne
9,2016,Chaffee,,"489,993",NR,,92016Chaffee
9,2016,Broomfield,,,NL,NL,92016Broomfield
9,2016,Boulder,"2,337,601","6,306,894",,,92016Boulder
9,2016,Bent,,,NL,NL,92016Bent
9,2016,Baca,,,NL,NL,92016Baca
9,2016,Archuleta,,,NR,NR,92016Archuleta
9,2016,Arapahoe,"1,493,979","9,183,907",,,92016Arapahoe
9,2016,Alamosa,,,NR,NL,92016Alamosa
9,2016,Adams,"412,289","4,668,880",,,92016Adams
8,2016,Yuma,,,NL,NL,82016Yuma
8,2016,Weld,"340,391","2,444,651",,,82016Weld
8,2016,Washington,,,NL,NL,82016Washington
8,2016,Teller,,,NR,NL,82016Teller
8,2016,Summit,"165,787","1,702,918",,,82016Summit
8,2016,Sedgwick,,,NR,NR,82016Sedgwick
8,2016,San Miguel,"47,479","411,794",,,82016San Miguel
8,2016,San Juan,,,NL,NR,82016San Juan
8,2016,Saguache,,,NL,NR,82016Saguache
8,2016,Routt,"171,608","888,583",,,82016Routt
8,2016,Rio Grande,,,NL,NL,82016Rio Grande
8,2016,Rio Blanco,,,NL,NL,82016Rio Blanco
8,2016,Pueblo,"945,662","2,940,830",,,82016Pueblo
8,2016,Prowers,,,NL,NL,82016Prowers
8,2016,Pitkin,"101,521","1,017,858",,,82016Pitkin
8,2016,Phillips,,,NL,NL,82016Phillips
8,2016,Park,,"378,230",NR,,82016Park
8,2016,Ouray,,"492,384",NR,,82016Ouray
8,2016,Otero,,,NL,NL,82016Otero
8,2016,Morgan,,,NR,NR,82016Morgan
8,2016,Montrose,,,NR,NL,82016Montrose
8,2016,Montezuma,"88,650","1,297,984",,,82016Montezuma
8,2016,Moffat,,,NR,NL,82016Moffat
8,2016,Mineral,,,NL,NL,82016Mineral
8,2016,Mesa,,,NR,NR,82016Mesa
8,2016,Logan,,,NL,NL,82016Logan
8,2016,Lincoln,,,NL,NL,82016Lincoln
8,2016,Las Animas,,"2,193,813",NR,,82016Las Animas
8,2016,Larimer,"1,416,132","4,318,202",,,82016Larimer
8,2016,Lake,,"297,877",NL,,82016Lake
8,2016,La Plata,"447,191","2,212,954",,,82016La Plata
8,2016,Kit Carson,,,NL,NL,82016Kit Carson
8,2016,Kiowa,,,NL,NL,82016Kiowa
8,2016,Jefferson,"1,704,885","4,468,831",,,82016Jefferson
8,2016,Jackson,,,NL,NL,82016Jackson
8,2016,Huerfano,,,NL,NR,82016Huerfano
8,2016,Hinsdale,,,NL,NL,82016Hinsdale
8,2016,Gunnison,,"477,649",NR,,82016Gunnison
8,2016,Grand,,"401,001",NR,,82016Grand
8,2016,Gilpin,,"284,116",NR,,82016Gilpin
8,2016,Garfield,"492,910","1,712,513",,,82016Garfield
8,2016,Fremont,"241,413",,,NL,82016Fremont
8,2016,Elbert,,,NL,NL,82016Elbert
8,2016,El Paso,"9,379,173",,,NR,82016El Paso
8,2016,Eagle,"207,938","1,120,217",,,82016Eagle
8,2016,Douglas,,,NL,NL,82016Douglas
8,2016,Dolores,,,NL,NL,82016Dolores
8,2016,Denver,"20,203,873","27,642,402",,,82016Denver
8,2016,Delta,,,NL,NL,82016Delta
8,2016,Custer,,,NL,NL,82016Custer
8,2016,Crowley,,,NL,NL,82016Crowley
8,2016,Costilla,,"369,689",NR,,82016Costilla
8,2016,Conejos,,"424,132",NL,,82016Conejos
8,2016,Clear Creek,"90,213","660,536",,,82016Clear Creek
8,2016,Cheyenne,,,NL,NL,82016Cheyenne
8,2016,Chaffee,,,NR,NR,82016Chaffee
8,2016,Broomfield,,,NL,NL,82016Broomfield
8,2016,Boulder,"2,346,058","6,420,613",,,82016Boulder
8,2016,Bent,,,NL,NL,82016Bent
8,2016,Baca,,,NL,NL,82016Baca
8,2016,Archuleta,,,NR,NR,82016Archuleta
8,2016,Arapahoe,"1,587,942","9,084,765",,,82016Arapahoe
8,2016,Alamosa,,,NR,NL,82016Alamosa
8,2016,Adams,"405,729","4,444,010",,,82016Adams
7,2016,Yuma,,,NL,NL,72016Yuma
7,2016,Weld,"335,697","2,381,224",,,72016Weld
7,2016,Washington,,,NL,NL,72016Washington
7,2016,Teller,,,NR,NL,72016Teller
7,2016,Summit,"170,367","1,760,408",,,72016Summit
7,2016,Sedgwick,,,NR,NR,72016Sedgwick
7,2016,San Miguel,"43,759","446,217",,,72016San Miguel
7,2016,San Juan,,,NL,NR,72016San Juan
7,2016,Saguache,,,NL,NR,72016Saguache
7,2016,Routt,"157,223","882,414",,,72016Routt
7,2016,Rio Grande,,,NL,NL,72016Rio Grande
7,2016,Rio Blanco,,,NL,NL,72016Rio Blanco
7,2016,Pueblo,"1,351,605","2,995,085",,,72016Pueblo
7,2016,Prowers,,,NL,NL,72016Prowers
7,2016,Pitkin,"97,253","1,062,245",,,72016Pitkin
7,2016,Phillips,,,NL,NL,72016Phillips
7,2016,Park,,"381,198",NR,,72016Park
7,2016,Ouray,,"505,470",NR,,72016Ouray
7,2016,Otero,,,NL,NL,72016Otero
7,2016,Morgan,,"634,140",NR,,72016Morgan
7,2016,Montrose,,,NR,NL,72016Montrose
7,2016,Montezuma,"104,162","1,187,679",,,72016Montezuma
7,2016,Moffat,,,NR,NL,72016Moffat
7,2016,Mineral,,,NL,NL,72016Mineral
7,2016,Mesa,,,NR,NR,72016Mesa
7,2016,Logan,,,NL,NL,72016Logan
7,2016,Lincoln,,,NL,NL,72016Lincoln
7,2016,Las Animas,,"2,179,979",NR,,72016Las Animas
7,2016,Larimer,"1,355,537","4,181,160",,,72016Larimer
7,2016,Lake,,"274,691",NL,,72016Lake
7,2016,La Plata,"429,948","2,306,604",,,72016La Plata
7,2016,Kit Carson,,,NL,NL,72016Kit Carson
7,2016,Kiowa,,,NL,NL,72016Kiowa
7,2016,Jefferson,"1,706,015","4,318,330",,,72016Jefferson
7,2016,Jackson,,,NL,NL,72016Jackson
7,2016,Huerfano,,,NL,NR,72016Huerfano
7,2016,Hinsdale,,,NL,NL,72016Hinsdale
7,2016,Gunnison,,"459,794",NR,,72016Gunnison
7,2016,Grand,,"381,080",NR,,72016Grand
7,2016,Gilpin,,"267,260",NR,,72016Gilpin
7,2016,Garfield,"443,929","1,628,885",,,72016Garfield
7,2016,Fremont,"229,800",,,NL,72016Fremont
7,2016,Elbert,,,NL,NL,72016Elbert
7,2016,El Paso,"9,016,410",,,NR,72016El Paso
7,2016,Eagle,"203,569","1,111,856",,,72016Eagle
7,2016,Douglas,,,NL,NL,72016Douglas
7,2016,Dolores,,,NL,NL,72016Dolores
7,2016,Denver,"19,516,909","25,938,973",,,72016Denver
7,2016,Delta,,,NL,NL,72016Delta
7,2016,Custer,,,NL,NL,72016Custer
7,2016,Crowley,,,NL,NL,72016Crowley
7,2016,Costilla,,"383,906",NR,,72016Costilla
7,2016,Conejos,,"436,196",NL,,72016Conejos
7,2016,Clear Creek,"69,153","672,704",,,72016Clear Creek
7,2016,Cheyenne,,,NL,NL,72016Cheyenne
7,2016,Chaffee,,,NR,NR,72016Chaffee
7,2016,Broomfield,,,NL,NL,72016Broomfield
7,2016,Boulder,"2,288,359","6,365,624",,,72016Boulder
7,2016,Bent,,,NL,NL,72016Bent
7,2016,Baca,,,NL,NL,72016Baca
7,2016,Archuleta,,,NR,NR,72016Archuleta
7,2016,Arapahoe,"1,544,755","8,738,376",,,72016Arapahoe
7,2016,Alamosa,,,NR,NL,72016Alamosa
7,2016,Adams,"407,856","4,154,813",,,72016Adams
6,2016,Yuma,,,NL,NL,62016Yuma
6,2016,Weld,"301,573","2,024,804",,,62016Weld
6,2016,Washington,,,NL,NL,62016Washington
6,2016,Teller,,,NR,NL,62016Teller
6,2016,Summit,"153,626","1,253,529",,,62016Summit
6,2016,Sedgwick,,,NR,NR,62016Sedgwick
6,2016,San Miguel,"43,855","329,083",,,62016San Miguel
6,2016,San Juan,,,NL,NR,62016San Juan
6,2016,Saguache,,,NL,NR,62016Saguache
6,2016,Routt,"140,614","649,366",,,62016Routt
6,2016,Rio Grande,,,NL,NL,62016Rio Grande
6,2016,Rio Blanco,,,NL,NL,62016Rio Blanco
6,2016,Pueblo,"1,386,239","2,365,115",,,62016Pueblo
6,2016,Prowers,,,NL,NL,62016Prowers
6,2016,Pitkin,"94,197","673,427",,,62016Pitkin
6,2016,Phillips,,,NL,NL,62016Phillips
6,2016,Park,,"299,449",NR,,62016Park
6,2016,Ouray,,,NR,NR,62016Ouray
6,2016,Otero,,,NL,NL,62016Otero
6,2016,Morgan,,"549,251",NR,,62016Morgan
6,2016,Montrose,,,NR,NL,62016Montrose
6,2016,Montezuma,"96,553","914,168",,,62016Montezuma
6,2016,Moffat,,,NR,NL,62016Moffat
6,2016,Mineral,,,NL,NL,62016Mineral
6,2016,Mesa,,,NR,NR,62016Mesa
6,2016,Logan,,,NL,NL,62016Logan
6,2016,Lincoln,,,NL,NL,62016Lincoln
6,2016,Las Animas,,"1,622,815",NR,,62016Las Animas
6,2016,Larimer,"1,222,737","3,648,840",,,62016Larimer
6,2016,Lake,,"206,574",NL,,62016Lake
6,2016,La Plata,"441,148","1,939,519",,,62016La Plata
6,2016,Kit Carson,,,NL,NL,62016Kit Carson
6,2016,Kiowa,,,NL,NL,62016Kiowa
6,2016,Jefferson,"1,538,630","3,753,947",,,62016Jefferson
6,2016,Jackson,,,NL,NL,62016Jackson
6,2016,Huerfano,,,NL,NR,62016Huerfano
6,2016,Hinsdale,,,NL,NL,62016Hinsdale
6,2016,Gunnison,,"479,935",NR,,62016Gunnison
6,2016,Grand,,"261,059",NR,,62016Grand
6,2016,Gilpin,,"243,952",NR,,62016Gilpin
6,2016,Garfield,"426,581","1,333,408",,,62016Garfield
6,2016,Fremont,"212,028",,,NL,62016Fremont
6,2016,Elbert,,,NL,NL,62016Elbert
6,2016,El Paso,"8,443,101",,,NR,62016El Paso
6,2016,Eagle,"211,161","842,569",,,62016Eagle
6,2016,Douglas,,,NL,NL,62016Douglas
6,2016,Dolores,,,NL,NL,62016Dolores
6,2016,Denver,"18,632,737","21,841,675",,,62016Denver
6,2016,Delta,,,NL,NL,62016Delta
6,2016,Custer,,,NL,NL,62016Custer
6,2016,Crowley,,,NL,NL,62016Crowley
6,2016,Costilla,,"265,269",NR,,62016Costilla
6,2016,Conejos,,"332,403",NL,,62016Conejos
6,2016,Clear Creek,"68,418","553,669",,,62016Clear Creek
6,2016,Cheyenne,,,NL,NL,62016Cheyenne
6,2016,Chaffee,,"455,848",NR,,62016Chaffee
6,2016,Broomfield,,,NL,NL,62016Broomfield
6,2016,Boulder,"2,271,053","5,541,278",,,62016Boulder
6,2016,Bent,,,NL,NL,62016Bent
6,2016,Baca,,,NL,NL,62016Baca
6,2016,Archuleta,,,NR,NR,62016Archuleta
6,2016,Arapahoe,"1,485,581","7,565,406",,,62016Arapahoe
6,2016,Alamosa,,,NR,NL,62016Alamosa
6,2016,Adams,"379,841","3,434,567",,,62016Adams
5,2016,Yuma,,,NL,NL,52016Yuma
5,2016,Weld,"360,773","2,043,048",,,52016Weld
5,2016,Washington,,,NL,NL,52016Washington
5,2016,Teller,,,NR,NL,52016Teller
5,2016,Summit,"161,710","991,298",,,52016Summit
5,2016,Sedgwick,,,NR,NR,52016Sedgwick
5,2016,San Miguel,"37,042","157,740",,,52016San Miguel
5,2016,San Juan,,,NL,NR,52016San Juan
5,2016,Saguache,,,NL,NR,52016Saguache
5,2016,Routt,,"514,632",NR,,52016Routt
5,2016,Rio Grande,,,NL,NL,52016Rio Grande
5,2016,Rio Blanco,,,NL,NL,52016Rio Blanco
5,2016,Pueblo,"1,262,557","2,184,317",,,52016Pueblo
5,2016,Prowers,,,NL,NL,52016Prowers
5,2016,Pitkin,"80,601","392,581",,,52016Pitkin
5,2016,Phillips,,,NL,NL,52016Phillips
5,2016,Park,,"237,775",NR,,52016Park
5,2016,Ouray,,"325,887",NR,,52016Ouray
5,2016,Otero,,,NL,NL,52016Otero
5,2016,Morgan,,"543,167",NR,,52016Morgan
5,2016,Montrose,,,NR,NL,52016Montrose
5,2016,Montezuma,"100,642","842,550",,,52016Montezuma
5,2016,Moffat,,,NR,NL,52016Moffat
5,2016,Mineral,,,NL,NL,52016Mineral
5,2016,Mesa,,,NR,NR,52016Mesa
5,2016,Logan,,,NL,NL,52016Logan
5,2016,Lincoln,,,NL,NL,52016Lincoln
5,2016,Las Animas,,"1,456,567",NR,,52016Las Animas
